,original text,fwd_translated,rev_translated
1004," I'm being forced by my parents to watch West Side Story on stage, not excited about it. Where will you be?","Mis padres me obligan a ver West Side Story en el escenario, no me emociona. ¿Dónde estarás?","My parents force me to see West Side Story on stage, I'm not excited. Where will you be?"
1005, Oh no! My mom made chicken enchilada instead of the Barbeque chicken and rice fajitas that I was expecting.,Mi mamá hizo pollo enchilada en lugar de las fajitas de pollo y arroz que esperaba.,My mom made enchilada chicken instead of the chicken and rice fajitas I was expecting.
1006," @GlaMjesS, that's what I'm eating! The small amount that's left! I wish I had more.","@GlaMjesS, eso es lo que estoy comiendo! La pequeña cantidad que queda! Ojalá tuviera más.","@GlaMjesS, that's what I'm eating! The small amount left! I wish I had more."
1007," My driver is absent, so now I have to drive myself to my dad's place in Middletown.","Mi conductor está ausente, así que ahora tengo que ir a la casa de mi padre en Middletown.","My driver is away, so now I have to go to my father's house in Middletown."
1008, Things are not going well and I struggle with feeling the need to justify myself.,Las cosas no van bien y me cuesta sentir la necesidad de justificarme.,Things are not going well and I have difficulty feeling the need to justify myself.
1009," I'm a fan! @keithmcarthur, can you tell me where the next clue is? I'm confused despite being on the site.","¡Soy un fan! @keithmcarthur, ¿puedes decirme dónde está la siguiente pista? Estoy confundido a pesar de estar en el sitio.","I'm a fan! @keithmcarthur, can you tell me where the next clue is? I'm confused despite being on site."
1010, @talkingtostars: I'm excited too! I'll inform you of the specific issue.,@talkingtostars: ¡Yo también estoy emocionado! Te informaré del tema específico.,@talkingtostars: I'm excited too! I'll let you know about the specific theme.
1011, Feeling ecstatic because of DVR. I'm currently watching Lifetime's #MANEATER from the previous weekend and it's hilarious!,Me siento extasiado por el DVR. Actualmente estoy viendo Lifetime's #MANEATER del fin de semana anterior y es divertido!,I feel ecstatic about the DVR. I am currently viewing Lifetime's #MANEATER from the previous weekend and it's fun!
1012," ""Oh no, I forgot my sunglasses. I'll just have to squint and hope no cars come my way to keep my adrenaline going.""","""Oh, no, olvidé mis gafas de sol. Tendré que entrecerrar los ojos y esperar que ningún coche llegue a mi manera para mantener mi adrenalina en marcha"".","""Oh, no, I forgot my sunglasses. I'll have to squint my eyes and wait for no car to come my way to keep my adrenaline going."""
1013, The Twitter user @do0dlebugdebz is expressing confusion and humor about someone throwing conditioner at them while they are revising.,El usuario de Twitter @do0dlebugdebz está expresando confusión y humor sobre alguien tirando acondicionador en ellos mientras están revisando.,Twitter user @do0dlebugdebz is expressing confusion and humor about someone throwing conditioner at them while they are checking.
1014," I'm watching the Weather Channel and Georgia has been hit hard. Everyone, please stay safe!","Estoy viendo el Canal Meteorológico y Georgia ha sido duramente golpeada. ¡Todo el mundo, por favor, manténganse a salvo!","I'm watching the Weather Channel and Georgia has been severely beaten. Everyone, please stay safe!"
1015, @glcuccureddu is trying to fit a haircut into a busy schedule and feels like they really need one.,@glcucureddu está tratando de encajar un corte de pelo en un horario ocupado y siente que realmente necesitan uno.,@glcucureddu is trying to fit a haircut into a busy schedule and feels they really need one.
1016, I'm in 7th period and there are no available road test appointments until after I return from France.,Estoy en el séptimo período y no hay citas disponibles de pruebas de carretera hasta después de regresar de Francia.,I'm in the seventh period and there are no road tests available until after returning from France.
1017, Laughing out loud! Grab it before it's unavailable!,¡Agárralo antes de que no esté disponible!,Grab him before he's unavailable!
1018," If you don't use something, it's like no one noticing a fallen tree in an empty forest.","Si no usas algo, es como si nadie notara un árbol caído en un bosque vacío.","If you don't use something, it's like no one notices a tree fallen into an empty forest."
1019, @madwilliamflint cannot forget Moscow 1993 and believes that the people who lost their lives during that time did not die for any significant reason.,@madwilliamflint no puede olvidar Moscú 1993 y cree que las personas que perdieron la vida durante ese tiempo no murieron por ninguna razón significativa.,@madwilliamflint cannot forget Moscow 1993 and believes that the people who lost their lives during that time did not die for any significant reason.
1020," @carinafox5, I really admire the ""scottie too hottie"" design and all the avatars you create.","@carinafox5, realmente admiro el diseño de ""scottie too hottie"" y todos los avatares que creas.","@carinafox5, I really admire the design of ""scottie too hottie"" and all the avatars you create."
1021," Now that #bgt is finished, what should I tweet about?","Ahora que #bgt ha terminado, ¿sobre qué debería tuitear?","Now that #bgt is over, what should I tweet about?"
1022," ""I currently reside in Arizona, but I originally come from the Glendale and Santa Clarita regions in LA. I would love to pay a visit on my next trip!""","""Actualmente resido en Arizona, pero originalmente vengo de las regiones de Glendale y Santa Clarita en Los Ángeles. ¡Me encantaría hacer una visita en mi próximo viaje!""","""I currently reside in Arizona, but originally I come from the Glendale and Santa Clarita regions of Los Angeles. I would love to visit on my next trip!"""
1023," @Ari978 Wishing you a good morning. Let's grab coffee to prevent any potential harm, haha.","@Ari978 Deseándole un buen día. Tomemos café para evitar cualquier daño potencial, jaja.","@Ari978 Wishing you a good day. Let's have coffee to avoid any potential damage, haha."
1024, He will have to cook that linguini for longer than usual.,Tendrá que cocinar ese linguini por más tiempo de lo habitual.,You'll have to cook that linguini longer than usual.
1025, I am finding pleasure in strolling peacefully while capturing images at the Norfolk Botanical Gardens.,Estoy encontrando placer en pasear tranquilamente mientras capturo imágenes en el Jardín Botánico de Norfolk.,I am finding pleasure in walking quietly while capturing images in the Norfolk Botanical Garden.
1026," @supersecretz, that's too bad. I hope you didn't miss the weekend too much.","@supersecretz, eso es muy malo. Espero que no te hayas perdido demasiado el fin de semana.","@supersecretz, that's very bad. I hope you didn't miss too much on the weekend."
1027," @libbyoliver I find the crackers to be impressive, they have a good taste.","@libbyoliver Encuentro las galletas para ser impresionante, tienen un buen gusto.","@libbyoliver I find cookies to be awesome, they have good taste."
1028," Hey Sean, it's evening here. I'm curious about how you're able to amass a large number of followers.","Hola Sean, es de noche, tengo curiosidad por saber cómo puedes amasar a un gran número de seguidores.","Hi Sean, it's night, I'm curious how you can amass a large number of followers."
1029, @timinator oh - I won't be having children but it's good to be aware.,"@timinator oh - No voy a tener hijos, pero es bueno ser consciente.","@timinator oh - I will not have children, but it is good to be conscious."
1030," At the Book Expo America 2009 event, someone saw Spongebob and the tweeter is now sad they didn't witness it. They ended their tweet with ""LOL!""","En el evento de Book Expo America 2009, alguien vio a Bob Esponja y el tuitero está ahora triste de que no lo presenciaran. Terminaron su tweet con ""LOL!""","At the Book Expo America 2009 event, someone saw SpongeBob and the Twitter user is now sad that they didn't witness him. They finished their tweet with ""LOL!"""
1031, @jobadge Regretting not taking the opportunity to bid for Weasel's TV series development.,@jobadge Lamentar no haber aprovechado la oportunidad para pujar por el desarrollo de la serie de televisión de Weasel.,@jobadge Regret for not taking the opportunity to bid for the development of the Weasel television series.
1032," I changed my first tire without prior knowledge and now I feel confident, but I'm a bit worried about it potentially coming off.","Cambié mi primera llanta sin conocimiento previo y ahora me siento confiado, pero estoy un poco preocupado de que pueda salir.","I changed my first tire without previous knowledge and now I feel confident, but I'm a little worried that I can get out."
1033, I'm concerned about not having tweeted much lately. I'll resume tweeting starting tomorrow.,Estoy preocupado por no haber tuiteado mucho últimamente.,I'm worried I haven't tweeted much lately.
1034," @isilwath is currently watching a movie and anticipating a funny moment. Along the way, they express their love for babies.","@isilwath está viendo una película y anticipando un momento divertido. En el camino, expresan su amor por los bebés.","@isilwath is watching a movie and anticipating a fun moment. On the way, they express their love for babies."
1035, @acummings read the link about Bill redoing his... not interested in finding the link.,@acummings leyó el enlace sobre Bill rehacer su... no interesado en encontrar el enlace.,@acummings read the link about Bill redoing his... not interested in finding the link.
1036, David put up a great show last night including awesome videos. It's clear that he's enjoying his time at home.,David hizo un gran show anoche incluyendo videos impresionantes. Está claro que está disfrutando de su tiempo en casa.,David did a great show last night including awesome videos. Clearly he’s enjoying his time at home.
1037, I need to stop tweeting before I lose followers and start preparing for work. Have a great Friday! Shoutout to iBostin for #followfriday.,Necesito dejar de tuitear antes de perder seguidores y empezar a prepararme para el trabajo. ¡Que tengas un gran viernes! Grita a iBostin para #followfriday.,I need to stop tweeting before I lose followers and start getting ready for work. Have a great Friday! Shout iBostin for #followfriday.
1038, Do you think this could be effective on Twitter? x,¿Crees que esto podría ser efectivo en Twitter? x,Do you think this could be effective on Twitter? x
1039, I'm excited for the upcoming BB10.,Estoy emocionado por el próximo BB10.,I'm excited about the next BB10.
1040," I made a mistake by eating at this time. Oh no, Shirley! I need to lose 5 kg. Let's get started.","Cometí un error al comer en este momento. ¡Oh, no, Shirley! Necesito perder 5 kg. Empecemos.","I made a mistake eating right now. Oh, no, Shirley! I need to lose 5 kg. Let's start."
1041," I'm chilling at Jav's place, watching music videos and about to fall asleep on the couch. We won't be engaging in any sports activities today.","Me estoy relajando en casa de Jav, viendo videos musicales y a punto de dormir en el sofá. No vamos a participar en ninguna actividad deportiva hoy.","I'm relaxing at Jav's house, watching music videos and about to sleep on the couch. We're not going to participate in any sports activity today."
1042," Last night, my boyfriend Sergio visited my house and I was thrilled to see him. Yayyy!","Anoche, mi novio Sergio visitó mi casa y me emocionó verlo.","Last night, my boyfriend Sergio visited my house and I was excited to see him."
1043," @salpickering: ""I don't always get hangovers, but I have had them before. I can still have fun without drinking, though!""","@salpickering: ""No siempre tengo resacas, pero las he tenido antes. ¡Aún puedo divertirme sin beber!""","@salpickering: ""I don't always have hangovers, but I've had them before. I can still have fun without drinking!"""
1044," @crystalgibson79, this child is not sleeping until 7 even though we had a late night yesterday.","@crystalgibson79, este niño no duerme hasta las 7 a pesar de que ayer tuvimos una noche tardía.","@crystalgibson79, this kid doesn't sleep until 7 o'clock even though we had a late night last night."
1045, I can't believe it! I'm supporting Annie Duke!,"¡No puedo creerlo, estoy apoyando a Annie Duke!",I can't believe I'm supporting Annie Duke!
1046, @metzi_09 suggests using www.tweeterfollow.com to gain 100 followers daily. Join the train by adding everyone or pay for VIP access.,@metzi_09 sugiere usar www.tweeterfollow.com para ganar 100 seguidores al día. Únete al tren añadiendo a todos o pagando por acceso VIP.,@metzi_09 suggests using www.tweeterfollow.com to win 100 followers a day. Join the train by adding everyone or paying for VIP access.
1047," @Dannymcfly, could you kindly greet @JasmineBarton as she admires you greatly? Pretty please!  xD","@Dannymcfly, ¿podrías saludar amablemente a @JasmineBarton mientras te admira mucho?","@Dannymcfly, would you kindly greet @JasmineBarton as he admires you a lot?"
1048," @andygriffwozere I was surprised by how different it was from what I imagined. However, I was expecting to have more comfortable seats.","@andygriffwozere me sorprendió lo diferente que era de lo que imaginaba. Sin embargo, esperaba tener asientos más cómodos.","@andygriffwozere surprised me how different it was from what I imagined. However, I expected to have more comfortable seats."
1049, @swyyft greetings! The weather is delightful at this moment in my location as well.,@swyyft saludos! El clima es encantador en este momento en mi ubicación también.,@swyyft greetings! The weather is lovely right now in my location as well.
1050," @LittleLiverbird noticed that Twitpic isn't working. Thinks that Arctic Monkeys are amazing, and that people who obsess over ""cones"" are foolish, while they themselves are great.","@LittleLiverbird notó que Twitpic no está funcionando. Cree que los Monos Árticos son increíbles, y que las personas que se obsesionan con los ""conos"" son tontas, mientras que ellos mismos son geniales.","@LittleLiverbird noticed that Twitpic is not working. He thinks Arctic Monkeys are amazing, and that people who are obsessed with ""cones"" are dumb, while they themselves are great."
1051, I could have been a great source of screaming fans who know Backstreet Boys songs if Drew Ryan Scott had just asked me. Haha!,Podría haber sido una gran fuente de fans gritando que conocen canciones de Backstreet Boys si Drew Ryan Scott me lo hubiera pedido.,I could have been a great source of fans screaming that they know backstreet boys songs if Drew Ryan Scott had asked me to.
1052," I just realized I lost my big glasses and I'm really sad about it, like a pet owner would be if they lost their dog.","Acabo de darme cuenta de que perdí mis grandes gafas y estoy muy triste por ello, como un dueño de una mascota lo estaría si perdieran a su perro.","I just realized that I lost my big glasses and I'm very sad about it, as a pet owner would be if they lost their dog."
1053, Who is interested in me ruining the conclusion?,¿A quién le interesa que arruine la conclusión?,Who's interested in me ruining the conclusion?
1054," My mom surprised me with a box of tasty Fellini's pizza which made me happy. However, I am now sad as I believe I left @electricBF at school.","Mi mamá me sorprendió con una caja de sabrosa pizza de Fellini que me hizo feliz. Sin embargo, ahora estoy triste ya que creo que dejé @electricBF en la escuela.","My mom surprised me with a box of tasty Fellini pizza that made me happy. However, now I am sad as I think I left @electricBF at school."
1055, The world was clothed in linen by the dawn and a flower caused a Perfect Smile.,El mundo estaba vestido de lino por el amanecer y una flor causó una sonrisa perfecta.,The world was dressed in linen by dawn and a flower caused a perfect smile.
1056," Oh no, I feel bad for you. Has the show ""L word"" improved lately? Because I personally didn't enjoy season 2.","Oh, no, me siento mal por ti. ¿Ha mejorado el programa ""L palabra"" últimamente? Porque personalmente no disfruté de la segunda temporada.","Oh, no, I feel bad for you. Has the ""L word"" program improved lately? Because I personally didn't enjoy the second season."
1057," @punkrockkid4eva No way! I'll return to it right now. I just noticed it's 2000 words. Ugh, I failed. Okay, bye.",@punkrockkid4eva ¡De ninguna manera! Volveré a ello ahora mismo. Acabo de notar que son 2000 palabras.,"@punkrockkid4eva No way! I'll get back to it right now. I just noticed it's 2,000 words."
1058, @wolfnoma recently recognized that they were supposed to express happiness in the first part with a smiley emoticon... having a lot of reading material is enjoyable.,@wolfnoma reconoció recientemente que se suponía que debían expresar felicidad en la primera parte con un emoticono sonriente... tener mucho material de lectura es agradable.,@wolfnoma recently acknowledged that they were supposed to express happiness in the first part with a smiling emoticon... having a lot of reading material is nice.
1059," According to me, Colby O'Donis was initially recognized for his work with Chantelle Paige, and not with Lady Gaga. That's a fact.","Según yo, Colby O'Donis fue reconocido inicialmente por su trabajo con Chantelle Paige, y no con Lady Gaga.","According to me, Colby O'Donis was initially recognized for his work with Chantelle Paige, and not with Lady Gaga."
1060," I am aware that I am never by myself, as you always remain in my thoughts and never abandon me.","Soy consciente de que nunca estoy sola, ya que siempre permaneces en mis pensamientos y nunca me abandonas.","I am aware that I am never alone, as you always remain in my thoughts and never abandon me."
1061," @scottrmcgrew, you're very kind. I'm going to bed now because I have a lot to do tomorrow, including doing laundry and washing my hair.","@scottrmcgrew, eres muy amable. Me voy a la cama ahora porque tengo mucho que hacer mañana, incluyendo lavarme el pelo y lavarme la ropa.","@scottrmcgrew, you're very kind. I'm going to bed now because I have a lot to do tomorrow, including washing my hair and washing my clothes."
1062," I'm getting ready for school. I believe I'll be done at lunch which is good. Only five more days until a week-long break, and then summer break starts on June 11th!","Me estoy preparando para la escuela, creo que terminaré en el almuerzo, lo que es bueno, sólo cinco días más hasta un descanso de una semana, y luego las vacaciones de verano comienzan el 11 de junio.","I'm getting ready for school, I think I'll end up at lunch, which is good, just five more days until a week's break, and then the summer break starts on June 11th."
1063," @WitchAmy, please support @TomFelton and vote for him as much as possible. He's currently in 3rd place. Please spread the word!","@WitchAmy, por favor apoye a @TomFelton y vote por él tanto como sea posible. Actualmente está en tercer lugar. ¡Por favor corra la voz!","@WitchAmy, please support @TomFelton and vote for him as much as possible. He is currently in third place. Please spread the word!"
1064," God, please help me obtain a job in SF. Thank you.","Dios, por favor ayúdame a conseguir un trabajo en SF. Gracias.","God, please help me get a job at SF."
1065," @allisyn_a_arm - Incredible! Adore all of it. The red skirt, particularly! I want to borrow it from you.","@allisyn_a_arm - ¡Increíble! Adoro todo. La falda roja, en particular! Quiero que me la prestes.","@allisyn_a_arm - Amazing! I love everything. The red skirt, in particular! I want you to lend it to me."
1066," ""Can't believe Heather Cooper is too busy to watch the Jonas Brothers movie with me because of stupid exams. She sucks.""","""No puedo creer que Heather Cooper esté muy ocupada para ver la película de Jonas Brothers conmigo por los estúpidos exámenes.","""I can't believe Heather Cooper is too busy watching the Jonas Brothers movie with me for the stupid exams."
1067, @edObie made a suggestion to create a Twitter account for a child named edOblet.,@edObie hizo una sugerencia para crear una cuenta de Twitter para un niño llamado edOblet.,@edObie made a suggestion to create a Twitter account for a child named edOblet.
1068," Hello to the Diamond Coach, I thought of you earlier today and missed you. It's great to see you and happy #followfriday - you're the best!","Hola al Entrenador de Diamantes, pensé en ti hoy temprano y te extrañé. Es bueno verte y feliz #followfriday - eres el mejor!","Hello to Diamond Coach, I thought of you earlier today and missed you. It’s good to see you and happy #followfriday - you’re the best!"
1069, Twitter is my ultimate companion that cheers me up during times of distress.,Twitter es mi mejor compañero que me anima en momentos de angustia.,Twitter is my best companion who encourages me in times of anguish.
1070," @mrsMcMahon, my suggestion is to watch the TV show ""Dollhouse"", relax, and then get some sleep.","@mrsMcMahon, mi sugerencia es ver el programa de televisión ""Dollhouse"", relajarse, y luego dormir un poco.","@mrsMcMahon, my suggestion is to watch the TV show ""Dollhouse"", relax, and then get some sleep."
1071," In the latest comic book of Archie, he proposes to Veronica, bringing an end to the longest love triangle known. However, poor Betty is left in the middle.","En el último cómic de Archie, propone a Verónica, poniendo fin al triángulo amoroso más largo conocido. Sin embargo, la pobre Betty queda en el medio.","In Archie's latest comic, he proposes Veronica, ending the longest known love triangle. However, poor Betty is in the middle."
1072, @yayeezy tweeted about having too many shots and cranberry with goose last night and feeling sick the next day.,@yayeezy tuiteó sobre tener demasiados tragos y arándanos con ganso anoche y sentirse enfermo al día siguiente.,@yayeezy tweeted about having too many drinks and cranberries with goose last night and feeling sick the next day.
1073," @ludovicah expressed astonishment that someone has never called her Patti, while noting that Jon calls her that every time and Al has greeted her without using the nickname.","@ludovicah expresó asombro de que alguien nunca la haya llamado Patti, al tiempo que señaló que Jon la llama así cada vez y Al la ha saludado sin usar el apodo.","@ludovicah expressed amazement that someone has never called her Patti, while pointing out that Jon calls her that every time and Al greeted her without using the nickname."
1074," I'm back home and I realized I have an exam tomorrow. Oh, Final, why do you have to be so soon?",Estoy de vuelta en casa y me di cuenta de que tengo un examen mañana.,I'm back home and I realized I have a test tomorrow.
1075," @PureMothers Your blog isn't just liked by me, it is being loved by me.","@PureMothers Tu blog no solo me gusta, es ser amado por mí.","@PureMothers Your blog doesn't just like me, it's being loved by me."
1076, Exciting news! Only 199 days until the release of New Moon! Goodnight everyone!,Noticias emocionantes! Sólo 199 días hasta el lanzamiento de la Luna Nueva! Buenas noches a todos!,"Exciting news! Just 199 days until the launch of the New Moon! Good night, everyone!"
1077," @buffyc, did you pair it with a delicious cup of coffee? It elevates your breakfast from good to great!","@buffyc, ¿lo has emparejado con una deliciosa taza de café? ¡Eleva tu desayuno de bueno a genial!","@buffyc, have you paired it with a delicious cup of coffee? Raise your breakfast from good to great!"
1078, @charliechap responded with gratitude and wished the same to the person who sent the message as well as a great week.,"@charliechap respondió con gratitud y deseó lo mismo a la persona que envió el mensaje, así como una gran semana.","@charliechap responded with gratitude and wished the same to the person who sent the message, as well as a great week."
1079," @kimgoss, you have a loyal fan who thinks you're cool, funny, and level-headed. I really respect that.","@kimgoss, tienes un fan leal que piensa que eres genial, divertido, y con la cabeza en alto. Realmente respeto eso.","@kimgoss, you have a loyal fan who thinks you're great, funny, and head up. I really respect that."
1080, @photomandab and I are extremely tardy for the celebration.,@photomandab y yo estamos muy atrasados para la celebración.,@photomandab and I are very late for the celebration.
1081, Jason Manford is a comedian and the speaker is not.,Jason Manford es un comediante y el orador no lo es.,Jason Manford is a comedian and the speaker is not.
1082," I'm not interested in this year's group, but my friend who likes Adam invited me to go. It's funny because she's also my mom.","No estoy interesado en el grupo de este año, pero mi amigo que le gusta Adam me invitó a ir. Es gracioso porque ella también es mi mamá.","I'm not interested in this year's band, but my friend who likes Adam invited me to go. It's funny because she's my mom too."
1083, I recently switched from Twitterberry to Ubertwitter and I already prefer it.,Recientemente cambié de Twitterberry a Ubertwitter y ya lo prefiero.,I recently switched from Twitterberry to Ubertwitter and I already prefer it.
1084, @organdon4life confirms that they still have something.,@organdon4life confirma que todavía tienen algo.,@organon4life confirms they still have something.
1085," @MobayPrinCess is asking if 24 is too young to be experiencing vaginal numbness, while also mentioning the possibility of it being caused by extended pleasure condoms.","@MobayPrinCess está preguntando si 24 es demasiado joven para estar experimentando entumecimiento vaginal, al tiempo que menciona la posibilidad de que sea causado por condones de placer extendido.","@MobayPrinCess is asking if 24 is too young to be experiencing vaginal numbness, while mentioning the possibility of it being caused by condoms of extended pleasure."
1086, @4evaurgirl expressed not having access to JJ&R channel in Scotland and mentioned hoping to catch it online.,@4evaurgirl expresó no tener acceso al canal JJ&R en Escocia y mencionó la esperanza de atraparlo en línea.,@4evaurgirl expressed no access to the JJ&R channel in Scotland and mentioned the hope of catching it online.
1087," @michellegazzana, fortunately not many individuals are aware of my number-based password. Luckily, there is no crucial information safeguarded by this well-known password.","@michellegazzana, afortunadamente no muchos individuos son conscientes de mi contraseña basada en números. Afortunadamente, no hay información crucial salvaguardada por esta contraseña bien conocida.","@michellegazzana, fortunately not many individuals are aware of my number-based password. Fortunately, there is no crucial information safeguarded by this well-known password."
1088," @miketually seems to be experiencing the thrill of returning to a certain location tomorrow, although they avoid specifying where.","@miketually parece estar experimentando la emoción de regresar a un lugar determinado mañana, aunque evitan especificar dónde.","@miketually seems to be experiencing the excitement of returning to a certain place tomorrow, although they avoid specifying where."
1089," @akomuzikera intends to paint grass above the baseboards when her son, Aiden, graduates to a bigger bed.","@akomuzikera pretende pintar hierba por encima de los zócalos cuando su hijo, Aiden, se gradúe a una cama más grande.","@akomuzikera intends to paint grass above the sockets when his son, Aiden, graduates to a larger bed."
1090, I am taller than her and she hasn't even uploaded a picture. Why is that? Support me and I will give you a very cute hug! I love those dogs.,Soy más alto que ella y ella ni siquiera ha subido una foto. ¿Por qué es eso? Apoyarme y te daré un abrazo muy lindo! Me encantan esos perros.,I'm taller than her and she hasn't even uploaded a photo. Why is that? Support me and I'll give you a very nice hug! I love those dogs.
1091," I hope your knee feels better. It might be difficult to sleep well, but I'm still hoping for the best.","Espero que tu rodilla se sienta mejor, puede ser difícil dormir bien, pero aún espero lo mejor.","I hope your knee feels better, it can be hard to sleep well, but I still hope for the best."
1092," @stonernation, I posted my post during the first 7 minutes. Does it still count even though you announced the rule 27 minutes ago?","@stonernation, publiqué mi post durante los primeros 7 minutos. ¿Todavía cuenta a pesar de que usted anunció la regla hace 27 minutos?","@stonernation, I posted my post for the first 7 minutes. Does it still count even though you announced the rule 27 minutes ago?"
1093, Send me your contact information via DM and I'll mail you a care package.,Envíeme su información de contacto a través de DM y le enviaré un paquete de atención.,Send me your contact information through DM and I'll send you a care package.
1094," I know, and even my phone does too!","¡Lo sé, e incluso mi teléfono también!","I know, and even my phone too!"
1095, Why does my mother have to be so moody and complaining? She appears to be a child with her behavior.,¿Por qué mi madre tiene que ser tan malhumorada y quejarse? Parece ser una niña con su comportamiento.,Why does my mother have to be so grumpy and complain? She seems to be a child with her behavior.
1096," The Secret Handshake is scheduled to perform in San Francisco but without LYLT which is disappointing. However, the person is still considering attending and is seeking potential companions.","El Secret Handshake está programado para actuar en San Francisco pero sin LYLT que es decepcionante. Sin embargo, la persona todavía está considerando asistir y está buscando posibles compañeros.","The Secret Handshake is scheduled to perform in San Francisco but without LYLT that is disappointing. However, the person is still considering attending and is looking for potential partners."
1097," People are talking about @bradiewebbstack and although Andy is still the top of the list, the speaker is determined to get them to the top with a smiley face.","La gente está hablando de @bradiewebbstack y aunque Andy sigue siendo el primero de la lista, el orador está decidido a llevarlos a la cima con una cara sonriente.","People are talking about @bradiewebbstack and although Andy is still the first on the list, the speaker is determined to take them to the top with a smiling face."
1098," Take a look at @NicoleRamirezV, who is the #babealert of the day. She's attractive, but hands-off. #Mr.July","Echa un vistazo a @NicoleRamirezV, que es la #babealert del día. Ella es atractiva, pero manos-off. #Sr.Julio","Check out @NicoleRamirezV, which is the #babeatert of the day. She is attractive, but hands-off. #Mr.July"
1099, The mentioned product was once popular and now the speaker feels old.,El producto mencionado fue una vez popular y ahora el orador se siente viejo.,The product mentioned was once popular and now the speaker feels old.
1100, The website is not working because of Misha Collins. What are we going to do about voting?,El sitio web no funciona por culpa de Misha Collins. ¿Qué vamos a hacer para votar?,The website doesn't work because of Misha Collins. What are we going to do to vote?
1101," Since everyone is already asleep, I should also retire as it's nearly 1 am. Good night, Twitter followers!","Ya que todos ya están dormidos, también debería retirarme ya que son casi las 1 am. Buenas noches, seguidores de Twitter!","Since everyone is already asleep, I should also retire as it is almost 1 am. Good evening, Twitter followers!"
1102," Writing has been consuming all of my time and not yielding any success, making me feel frustrated while facing the harsh realities of life.","La escritura ha estado consumiendo todo mi tiempo y no ha dado ningún éxito, haciéndome sentir frustrado mientras enfrentaba las duras realidades de la vida.","Writing has been consuming all my time and has given me no success, making me frustrated as I faced the harsh realities of life."
1103," Thanks, future travel companion! I'll definitely consider it!","¡Gracias, futuro compañero de viaje!","Thank you, future travel companion!"
1104," I can't get enough of 2NE1, CL is incredibly cool, Minzy is a fantastic dancer at only 15 years old, Bom's voice is amazing, and Dara is beautiful.","No puedo tener suficiente de 2NE1, CL es increíblemente genial, Minzy es una bailarina fantástica a sólo 15 años de edad, la voz de Bom es increíble, y Dara es hermosa.","I can't have enough of 2NE1, CL is incredibly cool, Minzy is a fantastic dancer just 15 years old, Bom's voice is amazing, and Dara is beautiful."
1105," @patriciannroque, did you not know that it's not ""Jai Ho"", but ""Jey Ho""? Haha!","@patriciannroque, ¿no sabías que no es ""Jai Ho"", sino ""Jey Ho""?","@patriciannroque, didn't you know it's not ""Jai Ho"", but ""Jey Ho""?"
1106," ""I thought we had no secrets between us,"" said @rhettroberts.","""Pensé que no teníamos secretos entre nosotros"", dijo @rhettroberts.","""I thought we had no secrets between us,"" said @rhettroberts."
1107, My day has greatly improved thanks to Pho.,Mi día ha mejorado mucho gracias a Pho.,My day has improved a lot thanks to Pho.
1108," Max, do you think your apartment is now too small for you?","Max, ¿crees que tu apartamento es demasiado pequeño para ti?","Max, do you think your apartment is too small for you?"
1109," I missed two tweetups, what the f***.","Me perdí dos tuiteos, qué mierda.","I missed two tweets, what the fuck."
1110, What's superior to FBR music?,¿Qué es superior a la música FBR?,What is superior to FBR music?
1111," Finished hiking at Runyon Canyon, feeling exhausted and the heat was intense, but it was worth it for my fit body. Now it's time for a Pool Party!","Terminado el trekking en Runyon Canyon, sintiéndose agotado y el calor era intenso, pero valió la pena para mi cuerpo en forma. ¡Ahora es el momento de una fiesta en la piscina!","Finished trekking at Runyon Canyon, feeling exhausted and the heat was intense, but it was worth it for my fit body. Now is the time for a pool party!"
1112," My Monday is terrible, and I am already experiencing a headache.","Mi lunes es terrible, y ya estoy experimentando un dolor de cabeza.","My Monday is terrible, and I'm already experiencing a headache."
1113," ""If you can't make it to the bathroom, here's a bucket,"" said to someone who has sinus pain and a headache.","""Si no puedes llegar al baño, aquí tienes un cubo"", le dijo a alguien que tiene dolor de seno y dolor de cabeza.","""If you can't get to the bathroom, here's a bucket,"" he told someone who has a chest pain and headache."
1114, It's enjoyable and amusing to gather and chat on MSN once again.,Es agradable y divertido reunirse y charlar en MSN una vez más.,It's nice and fun to meet and chat at MSN once again.
1115, I wish I could stay home today instead of going to work since the weather is unpleasant.,Ojalá pudiera quedarme en casa hoy en vez de ir a trabajar ya que el clima es desagradable.,I wish I could stay home today instead of going to work as the weather is unpleasant.
1116, @TyHancocks functions properly in both Firefox and Internet Explorer hahaha.,@TyHancocks funciona correctamente tanto en Firefox como en Internet Explorer hahaha.,@TyHancocks works properly in both Firefox and Internet Explorer hahaha.
1117, I'm starving but I can't get up from bed. I wish I was still in Vegas.,"Me muero de hambre, pero no puedo levantarme de la cama.","I'm starving, but I can't get out of bed."
1118," ""He's very cute. We got ours when he was 11 months old so we never saw him that small.""","""Es muy lindo, tenemos el nuestro cuando tenía 11 meses, así que nunca lo vimos tan pequeño"".","""It's very nice, we got ours when I was 11 months old, so we never saw it so small."""
